video_game_key,title,genre,platform,publisher,year
5391,angry birds star wars,strategy,3ds,activision,2013
5392,imagine: movie star,simulation,ds,ubisoft,2008
5393,nhl 09,sports,ps3,electronic arts,2008
5394,zoo tycoon (2013),simulation,xone,microsoft game studios,2013
5395,herbie: fully loaded,racing,gba,disney interactive studios,2005
5396,the sims 3: town life stuff,simulation,pc,electronic arts,2011
5397,teenage mutant ninja turtles,action,gc,konami digital entertainment,2003
5398,pony friends 2,simulation,ds,eidos interactive,2009
5399,disney sing it: pop hits,misc,ps2,disney interactive studios,2009
5400,buzz! the ultimate music quiz,misc,ps3,sony computer entertainment,2010
5401,persona 5,role-playing,ps4,atlus,2016
5402,the eye of judgment,misc,ps3,sony computer entertainment,2007
5403,pirates of the caribbean: at world's end,action,x360,disney interactive studios,2007
5404,modnation racers: road trip,racing,psv,sony computer entertainment,2012
5405,dynasty warriors: gundam 2,action,ps2,namco bandai games,2008
5406,power rangers samurai,action,ds,namco bandai games,2011
5407,fade to black,action,ps,electronic arts,1996
5408,mxrider,racing,ps2,atari,2001
5409,avatar: the last airbender,adventure,ds,thq,2006
5410,battlefield: hardline,shooter,x360,electronic arts,2015
5411,delta force: black hawk down,shooter,xb,novalogic,2005
5412,night at the museum: battle of the smithsonian,action,ds,majesco entertainment,2009
5413,world championship poker 2: featuring howard lederer,misc,ps2,oxygen interactive,2005
5414,sengoku musou 3 z,action,ps3,ackkstudios,2011
5415,operation flashpoint: red river,shooter,ps3,codemasters,2011
5416,ninja blade,action,x360,microsoft game studios,2009
5417,tom clancy's ghost recon advanced warfighter,shooter,xb,ubisoft,2006
5418,transformers: revenge of the fallen (ds versions),action,ds,activision,2009
5419,fracture,shooter,x360,lucasarts,2008
5420,tokyo highway battle,racing,ps,jaleco,1996
5421,pandora's tower,role-playing,wii,nintendo,2011
5422,binary domain,action,ps3,sega,2012
5423,the king of fighters xiii,fighting,x360,rising star games,2011
5424,beyond good & evil,adventure,ps2,ubisoft,2003
5425,banjo-kazooie: grunty's revenge,platform,gba,thq,2003
5426,bomberman world,puzzle,ps,sony computer entertainment,1998
5427,the x-factor,misc,wii,deep silver,2010
5428,digimon world: dawn / dusk,role-playing,ds,namco bandai games,2007
5429,street fighter alpha 3 max,fighting,psp,capcom,2006
5430,untold legends: the warriors code,role-playing,psp,ubisoft,2006
5431,virtua tennis 2009,sports,x360,sega,2009
5432,deathtrap dungeon,action,ps,eidos interactive,1998
5433,tales of the world: radiant mythology 2,role-playing,psp,namco bandai games,2009
5434,wipeout 2,misc,wii,activision,2011
5435,iron man 2,action,wii,sega,2010
5436,ape escape academy,misc,psp,sony computer entertainment,2004
5437,the darkness ii,shooter,ps3,take-two interactive,2012
5438,singstar take that,misc,ps3,sony computer entertainment,2009
5439,marvel: ultimate alliance 2,role-playing,wii,activision,2009
5440,ultimate marvel vs. capcom 3,fighting,psv,capcom,2011
5441,wwe wrestlemania xix,fighting,gc,thq,2003
5442,planet puzzle league,puzzle,ds,nintendo,2007
5443,the sims 2,simulation,gc,electronic arts,2005
5444,hulk,action,xb,universal interactive,2003
5445,naruto: rise of a ninja,action,x360,ubisoft,2007
5446,chicken blaster,shooter,wii,zushi games,2009
5447,family party: 90 great games party pack,misc,wii,d3publisher,2010
5448,klonoa 2: lunatea's veil,platform,ps2,sony computer entertainment,2001
5449,deus ex: invisible war,shooter,xb,eidos interactive,2003
5450,resonance of fate,role-playing,x360,sega,2010
5451,hell's kitchen: the game,simulation,wii,ubisoft,2008
5452,disney's treasure planet,action,ps2,sony computer entertainment,2002
5453,nascar thunder 2002,racing,xb,electronic arts,2001
5454,jeanne d'arc,role-playing,psp,sony computer entertainment,2006
5455,ncaa basketball 10,sports,ps3,electronic arts,2009
5456,beatmania append gottamix,simulation,ps,konami digital entertainment,1999
5457,dead or alive 5,fighting,ps4,tecmo koei,2015
5458,tak 2: the staff of dreams,platform,gc,thq,2004
5459,rugby world cup 2011,sports,ps3,505 games,2011
5460,medal of honor: warfighter,action,pc,electronic arts,2012
5461,kelly slater's pro surfer,sports,ps2,activision,2002
5462,shrek superslam,action,gba,activision,2005
5463,sonic boom: rise of lyric,action,wiiu,sega,2014
5464,legends of wrestling ii,fighting,ps2,acclaim entertainment,2002
5465,world stadium 3,sports,ps,namco bandai games,1999
5466,little deviants,platform,psv,sony computer entertainment,2011
5467,silent hill: downpour,action,x360,konami digital entertainment,2012
5468,extra bases,sports,gb,namco bandai games,1990
5469,super power league 2,sports,snes,hudson soft,1994
5470,night at the museum: battle of the smithsonian,action,wii,majesco entertainment,2009
5471,capcom classics collection reloaded,misc,psp,capcom,2006
5472,madden nfl 09,sports,ds,electronic arts,2008
5473,mlb 09: the show,sports,ps2,sony computer entertainment,2009
5474,deus ex: mankind divided,role-playing,ps4,square enix,2016
5475,cool boarders 2001,sports,ps2,sony computer entertainment,2001
5476,classic nes series: castlevania,platform,gba,nintendo,2004
5477,dragon ball z: battle of z,fighting,ps3,namco bandai games,2014
5478,scooby-doo! first frights,action,ps2,warner bros. interactive entertainment,2009
5479,fight night round 3,fighting,xb,electronic arts,2006
5480,gt advance championship racing,racing,gba,thq,2001
5481,way of the samurai 2,action,ps2,capcom,2003
5482,fifa street 3,sports,ps3,electronic arts,2008
5483,custom robo,role-playing,n64,nintendo,0
5484,battletanx,action,n64,3do,1998
5485,hatsune miku: project diva extend,misc,psp,sega,2011
5486,battlestations: pacific,strategy,x360,eidos interactive,2009
5487,pitfall 3d: beyond the jungle,platform,ps,activision,1998
5488,disgaea 2: cursed memories,role-playing,ps2,tecmo koei,2006
5489,cabela's dangerous hunts 2011,sports,ps3,activision,2010
5490,deca sports freedom,sports,x360,hudson soft,2010
5491,clock tower 3,adventure,ps2,capcom,2002
5492,battle dodge ball,sports,snes,banpresto,1991
5493,goosebumps horrorland,adventure,ds,scholastic inc.,2008
5494,phineas and ferb: across the 2nd dimension,action,ps3,disney interactive studios,2011
5495,call of duty 2: big red one,shooter,gc,activision,2005
5496,elebits,action,wii,konami digital entertainment,2006
5497,"warhammer 40,000: squad command",strategy,psp,thq,2007
5498,f1 2013,racing,x360,codemasters,2013
5499,disgaea: hour of darkness,role-playing,ps2,tecmo koei,2003
5500,neogeo battle coliseum,fighting,ps2,ignition entertainment,2005
5501,ssx blur,sports,wii,electronic arts,2007
5502,dirt 2,racing,psp,sony computer entertainment,2009
5503,vin diesel: wheelman,racing,ps3,ubisoft,2009
5504,spongebob squarepants: creature from the krusty krab,platform,gc,thq,2006
5505,my baby: first steps,simulation,ds,southpeak games,2009
5506,mlb 08: the show,sports,psp,sony computer entertainment,2008
5507,the black eyed peas experience,misc,x360,ubisoft,2011
5508,parodius,shooter,ps,konami digital entertainment,1994
5509,spy kids 3-d: game over,platform,gba,disney interactive studios,2003
5510,sakura wars 3: paris wa moeteiru ka,adventure,dc,sega,2001
5511,1001 touch games,action,ds,avanquest,2011
5512,ncaa gamebreaker 2001,sports,ps,sony computer entertainment,2000
5513,power rangers: ninja storm,misc,gba,thq,2003
5514,angry birds star wars,strategy,ps3,activision,2013
5515,naruto: gekito ninja taisen! 4,fighting,gc,tomy corporation,2005
5516,kidou senshi gundam f91: formula senki 0122,strategy,snes,namco bandai games,1991
5517,despicable me: the game,platform,wii,d3publisher,2010
5518,golden axe: beast rider,action,x360,sega,2008
5519,mysims skyheroes,action,ds,electronic arts,2010
5520,mvp baseball 2005,sports,gc,electronic arts,2005
5521,zaidan houjin nippon kanji nouryoku kentei kyoukai kounin: kanken ds 2 + jouyou kanji jiten,misc,ds,rocket company,2007
5522,"carnival games: monkey see, monkey do!",misc,x360,take-two interactive,2011
5523,eternal sonata,role-playing,x360,atari,2007
5524,dx game of life 2,misc,ps,takara,1997
5525,ea playground,sports,ds,electronic arts,2007
5526,nba live 96,sports,ps,electronic arts,1996
5527,clash of the titans,action,ps3,namco bandai games,2010
5528,folklore,role-playing,ps3,sony computer entertainment,2007
5529,dragon ball z: extreme butoden,fighting,3ds,namco bandai games,2015
5530,samurai warriors 2: xtreme legends (jp sales),action,ps2,tecmo koei,2007
5531,sniper elite 3,shooter,xone,505 games,2014
5532,teen titans,action,gc,thq,2006
5533,dead rising 2: off the record,action,ps3,capcom,2011
5534,frogger ii: threeedeep!,action,2600,parker bros.,1983
5535,etrian odyssey iii: the drowned city,role-playing,ds,atlus,2010
5536,lego the lord of the rings,action,psv,warner bros. interactive entertainment,2012
5537,nba live 06,sports,gc,electronic arts,2005
5538,karaoke revolution presents american idol encore 2,misc,wii,konami digital entertainment,2008
5539,fireball,action,2600,starpath corp.,1981
5540,batman: arkham origins,action,wiiu,warner bros. interactive entertainment,2013
5541,discovery kids: puppy playtime,simulation,ds,505 games,2009
5542,dr. mario / puzzle league,puzzle,gba,nintendo,2005
5543,bleach: shattered blade,fighting,wii,sega,2006
5544,shin nippon pro wrestling: toukon retsuden,fighting,ps,tomy corporation,1995
5545,major league baseball 2k6,sports,xb,take-two interactive,2006
5546,pinball hall of fame: the gottlieb collection,misc,ps2,play it,2004
5547,god of war collection,action,psv,sony computer entertainment,2014
5548,dead space 2,shooter,pc,electronic arts,2011
5549,def jam rapstar,misc,ps3,konami digital entertainment,2010
5550,overlord ii,action,x360,codemasters,2009
5551,nba 2k10,sports,psp,take-two interactive,2009
5552,j stars victory vs.,fighting,ps3,namco bandai games,2014
5553,the witcher: enhanced edition,role-playing,pc,atari,2008
5554,teenage mutant ninja turtles 2: battle nexus,action,gba,konami digital entertainment,2004
5555,nicktoons: movin',action,ps2,thq,2004
5556,one piece: romance dawn - bouken no yoake,fighting,psp,namco bandai games,2012
5557,batman: arkham origins,action,pc,warner bros. interactive entertainment,2013
5558,swat: global strike team,shooter,ps2,vivendi games,2003
5559,championship bass,sports,ps,electronic arts,1999
5560,resident evil: revelations 2,action,ps3,capcom,2015
5561,test drive unlimited,racing,x360,atari,2006
5562,golden axe: beast rider,action,ps3,sega,2008
5563,madden nfl 13,sports,psv,electronic arts,2012
5564,bratz: girlz really rock,action,ds,thq,2008
5565,ncaa basketball 10,sports,x360,electronic arts,2009
5566,dead or alive 5,fighting,x360,ubisoft annecy,2012
5567,shin megami tensei: devil survivor 2,role-playing,ds,ghostlight,2011
5568,nhl breakaway 98,sports,n64,acclaim entertainment,1998
5569,momotarou dentetsu 20-shuunen,misc,ds,hudson soft,2008
5570,lego marvel's avengers,action,xone,warner bros. interactive entertainment,2016
5571,tekken 6,fighting,psp,namco bandai games,2009
5572,kinetica,racing,ps2,sony computer entertainment,2001
5573,beautiful katamari,puzzle,x360,namco bandai games,2007
5574,bust-a-move '99,puzzle,ps,acclaim entertainment,1997
5575,nba street v3,sports,xb,electronic arts,2005
5576,overlord ii,action,ps3,codemasters,2009
5577,dragon quest monsters 1·2,role-playing,ps,enix corporation,2002
5578,army of two: the 40th day,shooter,psp,electronic arts,2010
5579,ben 10 ultimate alien: cosmic destruction,platform,ds,d3publisher,2010
5580,bigfoot: collision course,racing,wii,zoo digital publishing,2008
5581,batman: arkham asylum,action,pc,eidos interactive,2009
5582,crash of the titans,action,x360,vivendi games,2007
5583,the legend of spyro: dawn of the dragon,platform,x360,vivendi games,2008
5584,prey,shooter,x360,take-two interactive,2006
5585,birthday party bash,misc,wii,take-two interactive,2009
5586,overblood,action,ps,electronic arts,1996
5587,espn x-games pro boarder,sports,ps,sony computer entertainment,1997
5588,murdered: soul suspect,action,ps4,square enix,2014
5589,tony hawk's american wasteland,sports,x360,activision,2005
5590,harvest moon: back to nature,simulation,ps,ubisoft,1999
5591,sniper elite 3,shooter,x360,505 games,2014
5592,naruto: ultimate ninja (jp sales),fighting,ps2,atari,2003
5593,the settlers 7: paths to a kingdom,strategy,pc,ubisoft,2010
5594,"go, diego, go!: great dinosaur rescue",action,ps2,take-two interactive,2008
5595,trackmania turbo,action,ps4,ubisoft,2016
5596,the biggest loser,sports,ds,thq,2009
5597,minute to win it,misc,x360,zoo games,2011
5598,darkwatch,shooter,ps2,ubisoft,2005
5599,dance dance revolution universe,simulation,x360,konami digital entertainment,2007
5600,simanimals,simulation,wii,electronic arts,2009
5601,prince of persia: the sands of time,action,gc,ubisoft,2003
5602,sky odyssey,simulation,ps2,sony computer entertainment,2000
5603,nagano winter olympics 98,sports,n64,konami digital entertainment,1997
5604,rayman 2: the great escape,platform,ps,ubisoft,2000
5605,kirby's block ball,puzzle,gb,nintendo,1995
5606,dirt rally,racing,ps4,codemasters,2016
5607,fortress,action,gba,majesco entertainment,2001
5608,fifa 2001 major league soccer,sports,ps,electronic arts,2000
5609,peppa pig: theme park fun,misc,ds,p2 games,2011
5610,rally cross,racing,ps,sony computer entertainment,1997
5611,my horse & me,sports,wii,atari,2007
5612,frogger's adventures: the rescue,platform,ps2,konami digital entertainment,2003
5613,extreme pinball,misc,ps,electronic arts,1995
5614,shaun white snowboarding,sports,psp,ubisoft,2008
5615,karaoke revolution volume 3,misc,ps2,konami digital entertainment,2004
5616,gold's gym: cardio workout (others sales),sports,wii,ubisoft,2008
5617,seaman: kindan no pet - gaze hakushi no jikken shima,simulation,ps2,ascii entertainment,2001
5618,street fighter alpha 2,fighting,sat,virgin interactive,1995
5619,no.1 muscle ranking - kinniku banzuke vol. 1: oregasaikyouno otokoda!,sports,ps,konami digital entertainment,1999
5620,cartoon network collection: game boy advance video platinum edition,misc,gba,,2005
5621,ultimate fighting championship: throwdown,fighting,ps2,ubisoft,2002
5622,marvel nemesis: rise of the imperfects,fighting,psp,electronic arts,2005
5623,spongebob squarepants: double pack,platform,gba,thq,2005
5624,tetris 2 + bombliss,puzzle,nes,bps,1991
5625,harry potter and the half-blood prince,action,x360,electronic arts,2009
5626,disney's extreme skate adventure,sports,ps2,activision,2003
5627,rock band country track pack,misc,ps2,mtv games,2009
5628,7 wonders ii,puzzle,ds,rondomedia,2009
5629,"ed, edd n eddy: jawbreakers!",adventure,gba,bam! entertainment,2002
5630,dragster,racing,2600,activision,0
5631,frankenstein's monster,action,2600,data age,1982
5632,riven: the sequel to myst,adventure,ps,acclaim entertainment,1997
5633,derby stallion ds,sports,ds,enterbrain,2008
5634,mirror's edge catalyst,platform,ps4,electronic arts,2016
5635,manhunt 2,action,psp,take-two interactive,2007
5636,nba 2k3,sports,xb,sega,2002
5637,monster lab,role-playing,wii,eidos interactive,2008
5638,dragon quest monsters: battle road victory,strategy,wii,square enix,2010
5639,shin momotarou densetsu,role-playing,snes,hudson soft,1993
5640,from tv animation one piece: grand battle! 3,fighting,ps2,namco bandai games,2003
5641,sega smash pack,misc,gba,atari,2002
5642,the conveni: ano machi wo dokusen seyo,simulation,ps,human entertainment,1997
5643,shin super robot taisen special disk,strategy,ps,banpresto,1997
5644,live a live,role-playing,snes,squaresoft,1994
5645,nfl fever 2004,sports,xb,microsoft game studios,2003
5646,madden nfl 2002,sports,gba,electronic arts,2001
5647,uefa euro 2008 austria-switzerland,sports,ps2,electronic arts,2008
5648,clive barker's jericho,shooter,x360,codemasters,2007
5649,littlest pet shop: city friends,simulation,ds,electronic arts,2009
5650,kingdom under fire: the crusaders,strategy,xb,deep silver,2004
5651,4x4 evolution,racing,ps2,gathering of developers,2001
5652,cabela's dangerous hunts 2011,sports,x360,activision,2010
5653,momotarou dentetsu happy,misc,snes,hudson soft,1996
5654,power rangers: time force,action,ps,thq,2001
5655,romance of the three kingdoms vii,strategy,ps2,tecmo koei,2000
5656,shrek the third,action,psp,activision,2007
5657,catherine,adventure,x360,deep silver,2011
5658,blazblue: continuum shift,fighting,x360,pqube,2010
5659,"monsters, inc.",adventure,ps2,sony computer entertainment,2002
5660,dj hero,misc,ps2,activision,2009
5661,wipeout pulse,racing,psp,sony computer entertainment,2007
5662,quiz magic academy ds,misc,ds,konami digital entertainment,2008
5663,just dance 2016,misc,xone,ubisoft,2015
5664,resident evil archives: resident evil,action,wii,capcom,2008
5665,dynasty warriors 4 empires,action,ps2,tecmo koei,2004
5666,shenmue ii,adventure,xb,microsoft game studios,2002
5667,heart of darkness,platform,ps,ocean,1998
5668,lego marvel's avengers,action,ps3,warner bros. interactive entertainment,2016
5669,virtua striker 2,sports,dc,sega,1999
5670,fable iii,role-playing,pc,microsoft game studios,2011
5671,dragon ball: xenoverse,fighting,xone,namco bandai games,2015
5672,might & magic heroes vi,role-playing,pc,ubisoft,2011
5673,fuel,racing,x360,codemasters,2009
5674,exerbeat,sports,wii,namco bandai games,2010
5675,warcraft ii: the dark saga,strategy,ps,electronic arts,1997
5676,monhun nikki: poka poka ailu mura g,role-playing,psp,capcom,2011
5677,crash nitro kart,racing,xb,vivendi games,2003
5678,sesame street: cookie's counting carnival,misc,wii,warner bros. interactive entertainment,2010
5679,nba shootout,sports,ps,sony computer entertainment,1995
5680,fishing master,misc,wii,konami digital entertainment,2007
5681,phineas and ferb ride again,action,ds,disney interactive studios,2010
5682,jikkyou powerful pro yakyuu 14,sports,ps2,konami digital entertainment,2007
5683,contra 4,shooter,ds,konami digital entertainment,2007
5684,madden nfl 2004,sports,gba,electronic arts,2003
5685,sniper elite 3,shooter,ps3,505 games,2014
5686,ganbare goemon: kirakira douchuu - boku ga dancer ni natta riyuu,platform,snes,konami digital entertainment,1995
5687,bust-a-move universe,puzzle,3ds,square enix,2011
5688,mario golf,action,gb,nintendo,1999
5689,jikkyou powerful pro yakyuu portable 3,sports,psp,konami digital entertainment,2008
5690,sesame street: elmo's letter adventure,misc,ps,newkidco,1998
5691,the incredible hulk,action,wii,sega,2008
5692,namco museum: virtual arcade,misc,x360,atari,2008
5693,nba inside drive 2003,sports,xb,microsoft game studios,2002
5694,fifa street,sports,ps2,electronic arts,2005
5695,barbie as the island princess,adventure,ds,activision,2007
5696,star wars episode iii: revenge of the sith,action,ds,ubisoft,2005
5697,hatsune miku: project mirai dx,misc,3ds,sega,2015
5698,dragon ball heroes: ultimate mission 2,strategy,3ds,namco bandai games,2014
5699,shrek: forever after,platform,ds,activision,2010
5700,mlb 07: the show,sports,ps3,sony computer entertainment,2007
5701,homefront: the revolution,shooter,ps4,deep silver,2016
5702,jampack: summer 2003 (rp-m),misc,ps2,sony computer entertainment,2003
5703,alone in the dark: one-eyed jack's revenge,adventure,ps,infogrames,1996
5704,yu-gi-oh! the dawn of destiny,strategy,xb,konami digital entertainment,2004
5705,the matrix: path of neo,action,xb,atari,2005
5706,mortal kombat: shaolin monks,action,xb,midway games,2005
5707,happy feet,action,ds,midway games,2006
5708,einhänder,shooter,ps,squaresoft,1997
5709,tiny toon adventures: the great beanstalk,misc,ps,sony computer entertainment,1998
5710,foto frenzy: spot the diffrence,puzzle,ds,storm city games,2009
5711,metro: last light,action,xone,deep silver,2014
5712,dark void,action,x360,capcom,2010
5713,pro evolution soccer 2013,sports,x360,konami digital entertainment,2012
5714,armored core: silent line,simulation,ps2,agetec,2003
5715,sd gundam g generation wars,strategy,ps2,namco bandai games,2009
5716,dr. seuss: how the grinch stole christmas,action,ds,cokem interactive,2007
5717,panzer dragoon ii zwei,shooter,sat,sega,1995
5718,kiss pinball,action,ps,take-two interactive,2001
5719,brothers in arms: earned in blood,shooter,xb,ubisoft,2005
5720,2 games in 1: disney's brother bear / the lion king 1 1/2,action,gba,thq,2005
5721,super robot taisen complete box,strategy,ps,banpresto,1999
5722,mega man maverick hunter x,platform,psp,capcom,2005
5723,cabela's outdoor adventures (2009),sports,wii,activision value,2009
5724,lord of arcana,role-playing,psp,square enix,2010
5725,jikkyou powerful pro yakyuu 4,sports,n64,konami digital entertainment,1997
5726,goemon's great adventure,platform,n64,konami digital entertainment,1998
5727,hot wheels turbo racing,racing,n64,electronic arts,1999
5728,vigilante 8,racing,n64,activision,1998
5729,bass hunter 64,sports,n64,take-two interactive,1999
5730,doubutsu no mori,simulation,n64,nintendo,2001
5731,football manager 2016,simulation,pc,sega,2015
5732,naruto: ninja destiny (us sales),fighting,ds,namco bandai games,2006
5733,tron: evolution,action,x360,disney interactive studios,2010
5734,disney infinity 3.0,action,xone,disney interactive studios,2015
5735,taiko drum master: don and katsu's space-time great adventure,action,3ds,namco bandai games,2014
5736,calvin tucker's redneck jamboree,misc,wii,zoo games,2008
5737,mysims skyheroes,action,wii,electronic arts,2010
5738,j-league winning eleven 2007: club championship,sports,ps2,konami digital entertainment,2007
5739,shrek's carnival craze party games,misc,wii,activision,2008
5740,harvest moon: magical melody,simulation,wii,rising star games,2008
5741,star wars jedi knight ii: jedi outcast,shooter,xb,activision,0
5742,yu-gi-oh! 5d's world championship 2010 reverse of arcadia,strategy,ds,konami digital entertainment,2010
5743,mega man battle network 2,action,gba,ubisoft,2002
5744,little king's story,strategy,wii,rising star games,2009
5745,mountain king,action,2600,cbs electronics,1982
5746,jampack volume 12,misc,ps2,sony computer entertainment,2005
5747,madagascar,platform,ds,activision,2005
5748,tiger woods pga tour 06,sports,x360,electronic arts,2005
5749,shaun white snowboarding,sports,ps2,ubisoft,2008
5750,shin megami tensei: devil summoner - soul hackers,role-playing,sat,atlus,1997
5751,major league baseball 2k8,sports,ps3,bethesda softworks,2008
5752,rapala pro bass fishing 2010,sports,wii,activision,2010
5753,lord of the rings: battle for middle-earth,strategy,x360,electronic arts,2006
5754,demolition racer,racing,ps,infogrames,1998
5755,midway arcade treasures 2,misc,xb,midway games,2004
5756,final fantasy iv,simulation,ps,squaresoft,1997
5757,math play,puzzle,ds,ubisoft,2006
5758,kingdoms of amalur: reckoning,role-playing,pc,electronic arts,2012
5759,nascar thunder 2003,racing,gc,electronic arts,2002
5760,sd gundam g generation: overworld,strategy,psp,namco bandai games,2012
5761,sorcery,action,ps3,sony computer entertainment,2012
5762,touchmaster: connect,puzzle,ds,warner bros. interactive entertainment,2010
5763,nhl faceoff 2000,sports,ps,sony computer entertainment,1998
5764,star wars racer revenge,racing,ps2,lucasarts,2002
5765,nba live 08,sports,psp,electronic arts,2007
5766,the king of fighters xiii,fighting,ps3,rising star games,2011
5767,ncaa final four 2002,sports,ps2,sony computer entertainment,2001
5768,south park: chef's luv shack,misc,ps,acclaim entertainment,1998
5769,music maker,misc,ps2,magix,2001
5770,slot machine,action,2600,atari,0
5771,ganbare goemon 2: kiteretsu shougun magginesu,platform,snes,konami digital entertainment,1993
5772,astroblast,action,2600,mattel interactive,1981
5773,blade ii,action,ps2,activision,2002
5774,40 winks,platform,ps,gt interactive,1999
5775,the legend of heroes: trails of cold steel,role-playing,psv,nippon ichi software,2013
5776,fate/extra,role-playing,psp,marvelous interactive,2010
5777,shaun white snowboarding: world stage,sports,wii,ubisoft,2009
5778,my virtual tutor: reading adventure pre-k to kindergarten,misc,ds,mentor interactive,2009
5779,skylanders swap force,platform,xone,activision,2013
5780,a collection of classic games from the intellivision,misc,ps,activision,1999
5781,monsters vs. aliens,action,ps3,activision,2009
5782,silent hill: shattered memories,action,psp,konami digital entertainment,2010
5783,bruce lee: quest of the dragon,fighting,xb,universal interactive,2002
5784,spin jam,puzzle,ps,empire interactive,2000
5785,kurukuru kururin,puzzle,gba,nintendo,2001
5786,disney's the emperor's new groove,platform,ps,sony computer entertainment,2000
5787,disney's stitch: experiment 626,action,ps2,sony computer entertainment,2002
5788,rpg tsukuru 2,role-playing,snes,ascii entertainment,1996
5789,yuu yuu hakusho 2: kakutou no sho,fighting,snes,namco bandai games,1994
5790,orphen: scion of sorcery,role-playing,ps2,activision,2000
5791,lego legends of chima: laval's journey,adventure,3ds,warner bros. interactive entertainment,2013
5792,imagine: family doctor,simulation,ds,ubisoft,2009
5793,magna carta 2,role-playing,x360,banpresto,2009
5794,ultimate spider-man,action,gba,activision,2005
5795,nicktoons: battle for volcano island,action,ds,thq,2006
5796,midtown madness 3,racing,xb,microsoft game studios,2003
5797,shrek swamp kart speedway,racing,gba,tdk mediactive,2002
5798,one piece: unlimited world red,action,ps3,namco bandai games,2014
5799,alien: isolation,shooter,x360,sega,2014
5800,gameboy gallery,misc,gb,nintendo,1995
5801,virtua cop 2,shooter,sat,sega,1996
5802,ehrgeiz,fighting,ps,squaresoft,1998
5803,touhoku daigaku mirai kagaku gijutsu kyoudou kenkyuu center kawashima ryuuta kyouju kanshu: nou ryoku trainer portable,misc,psp,sega,2005
5804,karaoke revolution glee: volume 3,misc,wii,konami digital entertainment,2011
5805,spyro: attack of the rhynocs,platform,gba,universal interactive,2003
5806,"army men world war: land, sea, air",action,ps,3do,2000
5807,dai-2-ji super robot taisen og,strategy,ps3,namco bandai games,2012
5808,stranglehold,shooter,ps3,midway games,2007
5809,trauma center: new blood,simulation,wii,nintendo,2007
5810,shrek the third,action,ds,activision,0
5811,lumines ll,puzzle,psp,disney interactive studios,2006
5812,nes remix,action,wiiu,nintendo,2014
5813,1701 a.d.,simulation,pc,deep silver,2006
5814,jumping flash!,platform,ps,sony computer entertainment,1995
5815,karaoke revolution party,misc,ps2,konami digital entertainment,2005
5816,batman: the brave and the bold the videogame,action,ds,warner bros. interactive entertainment,2010
5817,burnout,racing,gc,acclaim entertainment,2002
5818,lizzie mcguire 3: homecoming havoc,platform,gba,disney interactive studios,2005
5819,chaos legion,action,ps2,capcom,2003
5820,powerup heroes,fighting,x360,ubisoft,2011
5821,nascar 2011: the game,racing,x360,activision,2011
5822,puyo puyo 7,puzzle,ds,sega,2009
5823,shrek: forever after,platform,wii,activision,2010
5824,charlie and the chocolate factory,adventure,gba,global star,2005
5825,neopets: the darkest faerie,adventure,ps2,sony computer entertainment,2005
5826,blazing heroes,role-playing,sat,sega,1995
5827,rhythm tengoku,misc,gba,nintendo,2006
5828,super robot taisen w,strategy,ds,banpresto,2007
5829,cart world series,racing,ps,sony computer entertainment,1997
5830,invizimals: shadow zone,strategy,psp,sony computer entertainment,2010
5831,24: the game,adventure,ps2,sony computer entertainment,2006
5832,spider-man 3,platform,psp,activision,2007
5833,famista '91,sports,nes,namco bandai games,1990
5834,squinkies,misc,ds,activision,2011
5835,zoo tycoon 2 ds,strategy,ds,thq,2008
5836,looney tunes: duck amuck,action,ds,warner bros. interactive entertainment,2007
5837,super robot taisen og: original generations gaiden,strategy,ps2,banpresto,2007
5838,drakengard 3,role-playing,ps3,square enix,2013
5839,decathlete,sports,sat,sega,1994
5840,the sims 2,simulation,pc,electronic arts,2004
5841,disgaea 3: absence of detention,role-playing,psv,nippon ichi software,0
5842,tom clancy's splinter cell 3d,action,3ds,ubisoft,2011
5843,dmc: devil may cry,action,ps4,capcom,2015
5844,jonas,adventure,ds,disney interactive studios,2009
5845,dynasty warriors 6,action,x360,tecmo koei,2007
5846,wacky races: crash & dash,racing,wii,eidos interactive,2008
5847,dynasty warriors 8: xtreme legends,action,ps4,tecmo koei,2014
5848,toukiden kiwami,action,psv,tecmo koei,2014
5849,sengoku basara: samurai heroes,action,wii,capcom,2010
5850,romance of the three kingdoms viii,strategy,ps2,tecmo koei,2002
5851,fossil fighters (jp sales),role-playing,ds,nintendo,2008
5852,daikaijyuu monogatari,role-playing,snes,hudson soft,1994
5853,tropico 5,simulation,ps4,kalypso media,2015
5854,hard hitter tennis,sports,ps2,midas interactive entertainment,2001
5855,glory of heracles,role-playing,ds,nintendo,2008
5856,monster truck madness 64,racing,n64,take-two interactive,1999
5857,quake ii,shooter,n64,activision,1999
5858,nounai aeshe: iq suppli ds,misc,ds,spike,2006
5859,crazy taxi: catch a ride,racing,gba,thq,2003
5860,mysims party,simulation,ds,electronic arts,2009
5861,harry potter and the order of the phoenix,action,x360,electronic arts,2007
5862,skylanders: superchargers,action,ps4,activision,2015
5863,macross digital mission vf-x,simulation,ps,namco bandai games,1997
5864,one piece unlimited cruise sp,action,3ds,namco bandai games,2011
5865,rayman 2: revolution,platform,ps2,ubisoft,2000
5866,yu yu hakusho ghost files: spirit detective,action,gba,atari,2003
5867,super bomberman 5,puzzle,snes,hudson soft,1997
5868,n3: ninety-nine nights,action,x360,microsoft game studios,2006
